product_id,commercial_name,raw_product_name,product_category,fabric_structure,material_family,source_type,yarn_count,width_inches,gsm,color,unit,confidence_score,notes
P00090,"30SM Single Jersey 36.5""",30SMSJ/365*,knitted_fabric,single_jersey,cotton,unknown,30.0,36.5,,,kg,0.7,
P00091,"30SM Rib 32""",30SMRB2/32,knitted_fabric,rib,cotton,unknown,30.0,32.0,,,kg,0.7,
P00092,"30CM Single Jersey 36""",30CMSJ/36,knitted_fabric,single_jersey,cotton,unknown,30.0,36.0,,,kg,0.7,
P00093,"เม็ดข้าวสาร Single Jersey 72""",เม็ดข้าวสาร,knitted_fabric,single_jersey,unknown,unknown,,72.0,,,kg,0.7,
P00094,"หกเหลี่ยม(รังผึ้ง) Interlock 72""",หกเหลี่ยม(รังผึ้ง),knitted_fabric,interlock,unknown,unknown,,72.0,,,kg,0.7,
P00095,"24CM Single Jersey 33.5""",24CMSJ/335,knitted_fabric,single_jersey,cotton,unknown,24.0,33.5,,,kg,0.7,
P00096,"20TC80-20 Single Jersey 43""",20TC80-20SJ/43,knitted_fabric,single_jersey,tc,unknown,20.0,43.0,,,kg,0.7,
P00097,"45TCขนหนู 45TCขนหนู 39540""",45TCขนหนู,traded_textile,unknown,tc,unknown,45.0,39540.0,,,kg,0.7,
P00098,"30TD101 Rib 30""",30TD101RB/30,knitted_fabric,rib,mixed_blend,unknown,30.0,30.0,,,kg,0.7,
P00099,"30SM Single Jersey 36.5""",30SMSJ/365*,knitted_fabric,single_jersey,cotton,unknown,30.0,36.5,,,kg,0.7,
P00100,"20W-1 Rib 32""",20W-1RB/32,knitted_fabric,rib,unknown,unknown,20.0,32.0,,,kg,0.7,
P00101,"34TK Rib 31""",34TKRB/31,knitted_fabric,rib,polyester,unknown,34.0,31.0,,,kg,0.7,
P00102,"30CM Single Jersey 38""",30CMSJ/38*,knitted_fabric,single_jersey,cotton,unknown,30.0,38.0,,,kg,0.7,
P00103,"20TK Juti 47.5""",20TKJT/475,traded_textile,unknown,polyester,unknown,20.0,47.5,,,kg,0.7,
P00104,"30TC80 Rib 32""",30TC80/20RB/32,knitted_fabric,rib,tc,unknown,30.0,32.0,,,kg,0.7,
P00105,"20OEW Single Jersey 20""",20OEWSJ/20,knitted_fabric,single_jersey,cotton,unknown,20.0,20.0,,,kg,0.7,
P00106,"34TK Rib 34.5""",34TKRB/345,knitted_fabric,rib,polyester,unknown,34.0,34.5,,,kg,0.7,
P00107,"20OEW RIB 32""",20OEWK/32,knitted_fabric,rib,cotton,unknown,20.0,32.0,,,kg,0.7,
P00108,"POLYRIB RIB 30""",POLYRIB/30,knitted_fabric,rib,polyester,unknown,,30.0,,,kg,0.7,
P00109,"POLYRIB2X2 RIB 30""",POLYRIB2X2,knitted_fabric,rib,polyester,unknown,,30.0,,,kg,0.7,
P00110,"34TK Rib 30""",34TKRB/30,knitted_fabric,rib,polyester,unknown,34.0,30.0,,,kg,0.7,
P00111,"32SM Rib 21""",32SMRB2X2/21,knitted_fabric,rib,cotton,unknown,32.0,21.0,,,kg,0.7,
P00112,"30TC80 Interlock 36""",30TC80/20INT/36,knitted_fabric,interlock,tc,unknown,30.0,36.0,,,kg,0.7,
P00113,"30CM Single Jersey 382""",30CMSJ/38-2,knitted_fabric,single_jersey,cotton,unknown,30.0,382.0,,,kg,0.7,
P00114,"30SM Single Jersey 18""",30SMSJ/18,knitted_fabric,single_jersey,cotton,unknown,30.0,18.0,,,kg,0.7,
P00115,"45TK Interlock 44.5""",45TKIT/445,knitted_fabric,interlock,polyester,unknown,45.0,44.5,,,kg,0.7,
P00116,"20TK Rib 32""",20TKRB/32,knitted_fabric,rib,polyester,unknown,20.0,32.0,,,kg,0.7,
P00117,"30TK Rib 32""",30TKRB/32,knitted_fabric,rib,polyester,unknown,30.0,32.0,,,kg,0.7,
P00118,"32CM Single Jersey 36.5""",32CMSJ/365,knitted_fabric,single_jersey,cotton,unknown,32.0,36.5,,,kg,0.7,
P00119,"34TC80 Interlock 38""",34TC80/20IT/38,knitted_fabric,interlock,tc,unknown,34.0,38.0,,,kg,0.7,
P00120,"30TC80-20 Interlock 72""",30TC80-20/IT/72,knitted_fabric,interlock,tc,unknown,30.0,72.0,,,kg,0.7,
P00121,"30SM Single Jersey 22""",30SMKVSJ/22,knitted_fabric,single_jersey,cotton,unknown,30.0,22.0,,,kg,0.7,
P00122,"POLYRIB1X1 RIB 30""",POLYRIB1X1/30,knitted_fabric,rib,polyester,unknown,,30.0,,,kg,0.7,
P00123,"30TD101 Single Jersey 36.5""",30TD101SJ/365,knitted_fabric,single_jersey,mixed_blend,unknown,30.0,36.5,,,kg,0.7,
P00124,"20OE Single Jersey 24""",20OESJ/24,knitted_fabric,single_jersey,cotton,unknown,20.0,24.0,,,kg,0.7,
P00125,"34TC80 Single Jersey 35.5""",34TC80/20SJ/355,knitted_fabric,single_jersey,tc,unknown,34.0,35.5,,,kg,0.7,
P00126,"20TK Juti 48""",20TK+ไมโครจูติ/48,traded_textile,unknown,polyester,unknown,20.0,48.0,,,kg,0.7,
P00127,"30SM Single Jersey 38""",30SMSJ/38,knitted_fabric,single_jersey,cotton,unknown,30.0,38.0,,,kg,0.7,
P00128,"32SM Single Jersey 39""",32SMSJ/39,knitted_fabric,single_jersey,cotton,unknown,32.0,39.0,,,kg,0.7,
P00129,"20TC80-20 Single Jersey 20""",20TC80-20SJ/20,knitted_fabric,single_jersey,tc,unknown,20.0,20.0,,,kg,0.7,
P00130,"20CM Single Jersey 36""",20CMSJ/36,knitted_fabric,single_jersey,cotton,unknown,20.0,36.0,,,kg,0.7,
P00131,"24CM Single Jersey 19""",24CMSJ/19,knitted_fabric,single_jersey,cotton,unknown,24.0,19.0,,,kg,0.7,
P00132,"TK RIB 2""",RIB45TK/2,knitted_fabric,rib,polyester,unknown,,2.0,,,kg,0.7,
P00133,"30TD1603 Single Jersey 37.5""",30TD1603SJ/375,knitted_fabric,single_jersey,mixed_blend,unknown,30.0,37.5,,,kg,0.7,
P00134,"308CM Single Jersey 38""",308CMSJ/38,knitted_fabric,single_jersey,cotton,unknown,308.0,38.0,,,kg,0.7,
P00135,"28CM Single Jersey 41""",28CM/2SJ/41,knitted_fabric,single_jersey,cotton,unknown,28.0,41.0,,,kg,0.7,
P00136,"30SM Rib 2""",30SMRB/2,knitted_fabric,rib,cotton,unknown,30.0,2.0,,,kg,0.7,
P00137,"CM Single Jersey 72""",CM/72,knitted_fabric,single_jersey,cotton,unknown,,72.0,,,kg,0.7,
P00138,"30CM Single Jersey 41""",30CM/2SJ/41,knitted_fabric,single_jersey,cotton,unknown,30.0,41.0,,,kg,0.7,
P00139,"45TK Interlock 39""",45TKIT/39,knitted_fabric,interlock,polyester,unknown,45.0,39.0,,,kg,0.7,
P00140,"34TC80-20S Single Jersey 36""",34TC80-20S/J/36,knitted_fabric,single_jersey,tc,unknown,34.0,36.0,,,kg,0.7,
P00141,"P0LY Rib 32""",P0LYRB/32,knitted_fabric,rib,unknown,unknown,,32.0,,,kg,0.7,
P00142,"34TK Single Jersey 36""",34TKSJ/36,knitted_fabric,single_jersey,polyester,unknown,34.0,36.0,,,kg,0.7,
P00143,"C20COMB Single Jersey 36305""","C20COMB/36""305E(BC)",knitted_fabric,single_jersey,unknown,unknown,,36305.0,,,kg,0.7,
P00144,"45TK Interlock 86""",45TK/INT/86,knitted_fabric,interlock,polyester,unknown,45.0,86.0,,,kg,0.7,
P00145,"30CM Single Jersey 38""",30CMSJ/38,knitted_fabric,single_jersey,cotton,unknown,30.0,38.0,,,kg,0.7,
P00146,"POLY Interlock 36""",POLYIT/36,knitted_fabric,interlock,polyester,unknown,,36.0,,,kg,0.7,
P00147,"20CM Single Jersey 26""",20CMSJ/26,knitted_fabric,single_jersey,cotton,unknown,20.0,26.0,,,kg,0.7,
P00148,"30TC65-35 Rib 30""",30TC65-35RB/30,knitted_fabric,rib,tc,unknown,30.0,30.0,,,kg,0.7,
P00149,"40CM Interlock 37""",40CMINT/37,knitted_fabric,interlock,cotton,unknown,40.0,37.0,,,kg,0.7,
P00150,"20TK Juti 48""",20TK+ไมโครจูติ/48,traded_textile,unknown,polyester,unknown,20.0,48.0,,,kg,0.7,
P00151,"20TD104 Single Jersey 36.5""",20TD104SJ/365,knitted_fabric,single_jersey,mixed_blend,unknown,20.0,36.5,,,kg,0.7,
P00152,"20OEW Single Jersey 18""",20OEWSJ/18,knitted_fabric,single_jersey,cotton,unknown,20.0,18.0,,,kg,0.7,
P00153,"34TK Interlock 38""",34TKIT/38,knitted_fabric,interlock,polyester,unknown,34.0,38.0,,,kg,0.7,
P00154,"30SM Rib 32""",30SMRB/32*,knitted_fabric,rib,cotton,unknown,30.0,32.0,,,kg,0.7,
P00155,"20TK Juti 47.5""",20TK+ไมโครจูติ/475,traded_textile,unknown,polyester,unknown,20.0,47.5,,,kg,0.7,
P00156,"30TC80 Single Jersey 36.5""",30TC80/20SJ/365,knitted_fabric,single_jersey,tc,unknown,30.0,36.5,,,kg,0.7,
P00157,"30TC80 Rib 30""",30TC80/20RB/30,knitted_fabric,rib,tc,unknown,30.0,30.0,,,kg,0.7,
P00158,"ลายเม็ดข้าวสารทางตรง Single Jersey 74""",ลายเม็ดข้าวสารทางตรง,knitted_fabric,single_jersey,unknown,unknown,,74.0,,,kg,0.7,
P00159,"30TD1603 Single Jersey 36""",30TD1603/36,knitted_fabric,single_jersey,mixed_blend,unknown,30.0,36.0,,,kg,0.7,
P00160,"20CM Rib 20""",20CMRB2,knitted_fabric,rib,cotton,unknown,20.0,20.0,,,kg,0.7,
P00161,"20TC65 Rib 32""",20TC65/35RB/32,knitted_fabric,rib,tc,unknown,20.0,32.0,,,kg,0.7,
P00162,"32SM Single Jersey 22""",32SMSJ/22,knitted_fabric,single_jersey,cotton,unknown,32.0,22.0,,,kg,0.7,
P00163,"30TC65-35 Lacoste 72""",30TC65-35/KK/72,traded_textile,unknown,tc,unknown,30.0,72.0,,,kg,0.7,
P00164,POLY75 Rib Unknown width,POLY75/72RB/ลงคู่,knitted_fabric,rib,polyester,unknown,,,,,kg,0.7,
P00165,"C40 Interlock 37""",C40/1SEMI/INT/37,knitted_fabric,interlock,unknown,unknown,,37.0,,,kg,0.7,
P00166,"34TC80-20 Interlock 36.5""",34TC80-20IT/365,knitted_fabric,interlock,tc,unknown,34.0,36.5,,,kg,0.7,
P00167,"CM Juti 36""",DSP30CMJT/36,traded_textile,unknown,cotton,unknown,,36.0,,,kg,0.7,
P00168,"30TD Rib 104""",30TDRB/104,knitted_fabric,rib,mixed_blend,unknown,30.0,104.0,,,kg,0.7,
P00169,"20OEW Single Jersey 20""",20OEWK/20*,knitted_fabric,single_jersey,cotton,unknown,20.0,20.0,,,kg,0.7,
P00170,"30TK Interlock 36""",30TKINT/36,knitted_fabric,interlock,polyester,unknown,30.0,36.0,,,kg,0.7,
P00171,"POLYRIB2X2 RIB 26""",POLYRIB2X2/26,knitted_fabric,rib,polyester,unknown,,26.0,,,kg,0.7,
P00172,"30CM Single Jersey 25""",30CMSJ/25,knitted_fabric,single_jersey,cotton,unknown,30.0,25.0,,,kg,0.7,
P00173,"30TC65-35 Single Jersey 37.5""",30TC65-35/SJ/375,knitted_fabric,single_jersey,tc,unknown,30.0,37.5,,,kg,0.7,
P00174,"30SM Single Jersey 19""",30SMSJ/19,knitted_fabric,single_jersey,cotton,unknown,30.0,19.0,,,kg,0.7,
P00175,"24CM Rib 32""",24CMRB/32,knitted_fabric,rib,cotton,unknown,24.0,32.0,,,kg,0.7,
P00176,"24CM Single Jersey 26""",24CMSJ/26,knitted_fabric,single_jersey,cotton,unknown,24.0,26.0,,,kg,0.7,
P00177,"30TK Single Jersey 36""",30TKSJ/36,knitted_fabric,single_jersey,polyester,unknown,30.0,36.0,,,kg,0.7,
P00178,"28CM Single Jersey 20""",28CMSJ/20,knitted_fabric,single_jersey,cotton,unknown,28.0,20.0,,,kg,0.7,
P00179,"28CM Rib 30""",28CMRBยางยืด,knitted_fabric,rib,cotton,unknown,28.0,30.0,,,kg,0.7,
P00180,"30CM Single Jersey 3452""",30CMSJ/345-2,knitted_fabric,single_jersey,cotton,unknown,30.0,3452.0,,,kg,0.7,
P00181,"30CM Single Jersey 23.5""",30CMSJ/23.5,knitted_fabric,single_jersey,cotton,unknown,30.0,23.5,,,kg,0.7,
P00182,COTTON Single Jersey Unknown width,COTTON,knitted_fabric,single_jersey,cotton,unknown,,,,,kg,0.7,
P00183,"30CM Single Jersey 34""",30CMSJ/34,knitted_fabric,single_jersey,cotton,unknown,30.0,34.0,,,kg,0.7,
P00184,"ผ้าขูดขน ผ้าขูดขน 72""",ผ้าขูดขน,traded_textile,unknown,unknown,unknown,,72.0,,,kg,0.7,
P00185,"30CM Rib 24""",30CMRB2*1ยาง,knitted_fabric,rib,cotton,unknown,30.0,24.0,,,kg,0.7,
P00186,"45TC80 Interlock 36.5""",45TC80/20IT/365,knitted_fabric,interlock,tc,unknown,45.0,36.5,,,kg,0.7,
P00187,"20TD104 Rib 30""",20TD104RB/30,knitted_fabric,rib,mixed_blend,unknown,20.0,30.0,,,kg,0.7,
P00188,"20TC80 Single Jersey 43""",20TC80/20SJ/43,knitted_fabric,single_jersey,tc,unknown,20.0,43.0,,,kg,0.7,
P00189,"20TK Collar 3501650""",20TKปก,traded_textile,unknown,polyester,unknown,20.0,3501650.0,,,kg,0.7,
P00190,"45TC80 Interlock 46""",45TC80/20IT/46,knitted_fabric,interlock,tc,unknown,45.0,46.0,,,kg,0.7,
P00191,"ผ้าวอร์ม ผ้าวอร์ม 32""",ผ้าวอร์ม/32,traded_textile,unknown,unknown,unknown,,32.0,,,kg,0.7,
P00192,"30CVC Juti 48""",30CVCจูติ/48,traded_textile,unknown,cvc,unknown,30.0,48.0,,,kg,0.7,
P00193,"30TD106 Single Jersey 36.5""",30TD106SJ/365,knitted_fabric,single_jersey,mixed_blend,unknown,30.0,36.5,,,kg,0.7,
P00194,"20TK Juti 47.5""",20TK+ไมโครจูติ/475,traded_textile,unknown,polyester,unknown,20.0,47.5,,,kg,0.7,
P00195,"20CVC Rib 32""",20CVCRB/32,knitted_fabric,rib,cvc,unknown,20.0,32.0,,,kg,0.7,
P00196,"30CVC Rib 32""",30CVCRB2/32,knitted_fabric,rib,cvc,unknown,30.0,32.0,,,kg,0.7,
P00197,"20CVC Single Jersey 36.5""",20CVCSJ/365,knitted_fabric,single_jersey,cvc,unknown,20.0,36.5,,,kg,0.7,
P00198,"POLY Interlock 72""",POLYINT/72,knitted_fabric,interlock,polyester,unknown,,72.0,,,kg,0.7,
P00199,"30TK Single Jersey 55""",30TKSJ/55,knitted_fabric,single_jersey,polyester,unknown,30.0,55.0,,,kg,0.7,
P00200,"ผ้าวอร์มสองหน้า ผ้าวอร์ม 6466""",ผ้าวอร์มสองหน้า,traded_textile,unknown,unknown,unknown,,6466.0,,,kg,0.7,
P00201,"32SM Interlock 43""",32SMIT/43,knitted_fabric,interlock,cotton,unknown,32.0,43.0,,,kg,0.7,
P00202,"20CM Rib 32""",20JCMRB/32,knitted_fabric,rib,cotton,unknown,20.0,32.0,,,kg,0.7,
P00203,"24CM Rib 28""",24CMRB/28,knitted_fabric,rib,cotton,unknown,24.0,28.0,,,kg,0.7,
P00204,"24CM Single Jersey 24""",24CMSJ/24,knitted_fabric,single_jersey,cotton,unknown,24.0,24.0,,,kg,0.7,
P00205,"30TD1603 Rib 32""",30TD1603RB/32,knitted_fabric,rib,mixed_blend,unknown,30.0,32.0,,,kg,0.7,
P00206,"30CM Single Jersey 36""",30CMSJ/36,knitted_fabric,single_jersey,cotton,unknown,30.0,36.0,,,kg,0.7,
P00207,"28CM Single Jersey 34.5""",28CMSJ/345,knitted_fabric,single_jersey,cotton,unknown,28.0,34.5,,,kg,0.7,
P00208,"20TK Single Jersey 36.5""",20TKSJ/365,knitted_fabric,single_jersey,polyester,unknown,20.0,36.5,,,kg,0.7,
P00209,"30TK Lacoste 72""",30TKคาเนโกะ/72,traded_textile,unknown,polyester,unknown,30.0,72.0,,,kg,0.7,
P00210,"28CM Single Jersey 22""",28CMSJ/22,knitted_fabric,single_jersey,cotton,unknown,28.0,22.0,,,kg,0.7,
P00211,"ไมโคร Single Jersey 72""",ไมโคร,knitted_fabric,single_jersey,unknown,unknown,,72.0,,,kg,0.7,
P00212,"308CM Single Jersey 40""",308CMSJ/40,knitted_fabric,single_jersey,cotton,unknown,308.0,40.0,,,kg,0.7,
P00213,"40SM Interlock 37""",40SMINT/37,knitted_fabric,interlock,cotton,unknown,40.0,37.0,,,kg,0.7,
P00214,"RIB Single Jersey 32""",RIB/32,knitted_fabric,single_jersey,unknown,unknown,,32.0,,,kg,0.7,
P00215,"RIB RIB 30""","RIB/30""",knitted_fabric,rib,unknown,unknown,,30.0,,,kg,0.7,
P00216,"ผ้ายืด Single Jersey 72""",ผ้ายืด,knitted_fabric,single_jersey,unknown,unknown,,72.0,,,kg,0.7,
P00217,"POLY Interlock 44""",POLYIT/44,knitted_fabric,interlock,polyester,unknown,,44.0,,,kg,0.7,
P00218,"20OE Single Jersey 22""",20OESJ/22,knitted_fabric,single_jersey,cotton,unknown,20.0,22.0,,,kg,0.7,
P00219,"ดรายเท็กซ์ ดรายเท็กซ์ 38""",ดรายเท็กซ์,traded_textile,unknown,unknown,unknown,,38.0,,,kg,0.7,
P00220,"20TC80 Rib 28""",20TC80/20RB/28,knitted_fabric,rib,tc,unknown,20.0,28.0,,,kg,0.7,
P00221,"30TC80 Single Jersey 36.5""",30TC80/20SJ/365,knitted_fabric,single_jersey,tc,unknown,30.0,36.5,,,kg,0.7,
P00222,"45TC80 Interlock 39""",45TC80/20IT/39,knitted_fabric,interlock,tc,unknown,45.0,39.0,,,kg,0.7,
P00223,"32CM Single Jersey 20""",32CMSJ/20*,knitted_fabric,single_jersey,cotton,unknown,32.0,20.0,,,kg,0.7,
P00224,"20TK Armbands 11425""",20TKแขน,traded_textile,unknown,polyester,unknown,20.0,11425.0,,,kg,0.7,
P00225,"20CM Rib 30""",20CMRB/30,knitted_fabric,rib,cotton,unknown,20.0,30.0,,,kg,0.7,
P00226,"30SM Single Jersey 24""",30SMSJ/24,knitted_fabric,single_jersey,cotton,unknown,30.0,24.0,,,kg,0.7,
P00227,"45TK Rib 27.5""",45TKRB/275,knitted_fabric,rib,polyester,unknown,45.0,27.5,,,kg,0.7,
P00228,"20TD Rib 101""",20TDRB/101,knitted_fabric,rib,mixed_blend,unknown,20.0,101.0,,,kg,0.7,
P00229,"32CM Single Jersey 21.5""",32CMSJ/215,knitted_fabric,single_jersey,cotton,unknown,32.0,21.5,,,kg,0.7,
P00230,"20OEW Single Jersey 22""",20OEWK/22*,knitted_fabric,single_jersey,cotton,unknown,20.0,22.0,,,kg,0.7,
P00231,"20OEW Single Jersey 18""",20OEWK/18*,knitted_fabric,single_jersey,cotton,unknown,20.0,18.0,,,kg,0.7,
P00232,"30CM Single Jersey 19""",30CMSJ/19,knitted_fabric,single_jersey,cotton,unknown,30.0,19.0,,,kg,0.7,
P00233,"เม้ดข้าวสาร Single Jersey 72""",เม้ดข้าวสาร,knitted_fabric,single_jersey,unknown,unknown,,72.0,,,kg,0.7,
P00234,"20OE Single Jersey 21""",20OESJ/21,knitted_fabric,single_jersey,cotton,unknown,20.0,21.0,,,kg,0.7,
P00235,"C20(BC) Rib 32""",C20RB(BC),knitted_fabric,rib,unknown,unknown,,32.0,,,kg,0.7,
P00236,"20TD106 Single Jersey 72""",20TD106SJ/72,knitted_fabric,single_jersey,mixed_blend,unknown,20.0,72.0,,,kg,0.7,
P00237,"34TK Rib 41""",34TKRB/41,knitted_fabric,rib,polyester,unknown,34.0,41.0,,,kg,0.7,
